dataset,hop,task_type,sampling_group_key,raw_complexity,complexity_bin,abox_size,abox_bin,sampling_mode,selected
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_avril_bright_1990"",""http://www.example.com/genealogy.owl#avril_bright_1990"",""http://www.example.com/genealogy.owl#hasParent""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_avril_bright_1990"",""http://www.example.com/genealogy.owl#avril_bright_1990"",""http://www.example.com/genealogy.owl#isSiblingOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_avril_bright_1990"",""http://www.example.com/genealogy.owl#avril_bright_1990"",""http://www.example.com/genealogy.owl#isSisterOf""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_avril_bright_1990"",""http://www.example.com/genealogy.owl#avril_bright_1990"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_beatrice_rever_1901"",""http://www.example.com/genealogy.owl#beatrice_rever_1901"",""http://www.example.com/genealogy.owl#hasBrother""]",1,Low,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_beatrice_rever_1901"",""http://www.example.com/genealogy.owl#beatrice_rever_1901"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_beatrice_rever_1901"",""http://www.example.com/genealogy.owl#beatrice_rever_1901"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_beatrice_rever_1901"",""http://www.example.com/genealogy.owl#beatrice_rever_1901"",""http://www.example.com/genealogy.owl#hasSister""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_beatrice_rever_1901"",""http://www.example.com/genealogy.owl#beatrice_rever_1901"",""http://www.example.com/genealogy.owl#isSisterOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_beatrice_rever_1901"",""http://www.example.com/genealogy.owl#beatrice_rever_1901"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_benjamin_anthony_heath_2005"",""http://www.example.com/genealogy.owl#benjamin_anthony_heath_2005"",""http://www.example.com/genealogy.owl#hasBrother""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_benjamin_anthony_heath_2005"",""http://www.example.com/genealogy.owl#benjamin_anthony_heath_2005"",""http://www.example.com/genealogy.owl#hasFather""]",1,Low,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_benjamin_anthony_heath_2005"",""http://www.example.com/genealogy.owl#benjamin_anthony_heath_2005"",""http://www.example.com/genealogy.owl#hasParent""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_benjamin_anthony_heath_2005"",""http://www.example.com/genealogy.owl#benjamin_anthony_heath_2005"",""http://www.example.com/genealogy.owl#isBrotherOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_benjamin_anthony_heath_2005"",""http://www.example.com/genealogy.owl#benjamin_anthony_heath_2005"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_benjamin_pierrepoint_1994"",""http://www.example.com/genealogy.owl#benjamin_pierrepoint_1994"",""http://www.example.com/genealogy.owl#hasMother""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_benjamin_pierrepoint_1994"",""http://www.example.com/genealogy.owl#benjamin_pierrepoint_1994"",""http://www.example.com/genealogy.owl#hasParent""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_benjamin_pierrepoint_1994"",""http://www.example.com/genealogy.owl#benjamin_pierrepoint_1994"",""http://www.example.com/genealogy.owl#isBrotherOf""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_benjamin_pierrepoint_1994"",""http://www.example.com/genealogy.owl#benjamin_pierrepoint_1994"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_bethia_burton_1821"",""http://www.example.com/genealogy.owl#bethia_burton_1821"",""http://www.example.com/genealogy.owl#hasBrother""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_bethia_burton_1821"",""http://www.example.com/genealogy.owl#bethia_burton_1821"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_bethia_burton_1821"",""http://www.example.com/genealogy.owl#bethia_burton_1821"",""http://www.example.com/genealogy.owl#hasSister""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_bethia_burton_1821"",""http://www.example.com/genealogy.owl#bethia_burton_1821"",""http://www.example.com/genealogy.owl#isSiblingOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_bethia_burton_1821"",""http://www.example.com/genealogy.owl#bethia_burton_1821"",""http://www.example.com/genealogy.owl#isSisterOf""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_bethia_burton_1821"",""http://www.example.com/genealogy.owl#bethia_burton_1821"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_betsy_ann_steward_1865"",""http://www.example.com/genealogy.owl#betsy_ann_steward_1865"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_betsy_ann_steward_1865"",""http://www.example.com/genealogy.owl#betsy_ann_steward_1865"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_betsy_ann_steward_1865"",""http://www.example.com/genealogy.owl#betsy_ann_steward_1865"",""http://www.example.com/genealogy.owl#isSisterOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_betsy_ann_steward_1865"",""http://www.example.com/genealogy.owl#betsy_ann_steward_1865"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_brenda_cleife_1947"",""http://www.example.com/genealogy.owl#brenda_cleife_1947"",""http://www.example.com/genealogy.owl#hasBrother""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_brenda_cleife_1947"",""http://www.example.com/genealogy.owl#brenda_cleife_1947"",""http://www.example.com/genealogy.owl#hasMother""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_brenda_cleife_1947"",""http://www.example.com/genealogy.owl#brenda_cleife_1947"",""http://www.example.com/genealogy.owl#hasParent""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_brenda_cleife_1947"",""http://www.example.com/genealogy.owl#brenda_cleife_1947"",""http://www.example.com/genealogy.owl#hasSister""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_brenda_cleife_1947"",""http://www.example.com/genealogy.owl#brenda_cleife_1947"",""http://www.example.com/genealogy.owl#isSisterOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_brenda_cleife_1947"",""http://www.example.com/genealogy.owl#brenda_cleife_1947"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_bright_1822"",""http://www.example.com/genealogy.owl#caroline_bright_1822"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_bright_1822"",""http://www.example.com/genealogy.owl#caroline_bright_1822"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_bright_1822"",""http://www.example.com/genealogy.owl#caroline_bright_1822"",""http://www.example.com/genealogy.owl#isSisterOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_bright_1822"",""http://www.example.com/genealogy.owl#caroline_bright_1822"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_bright_1845"",""http://www.example.com/genealogy.owl#caroline_bright_1845"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_bright_1845"",""http://www.example.com/genealogy.owl#caroline_bright_1845"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_bright_1845"",""http://www.example.com/genealogy.owl#caroline_bright_1845"",""http://www.example.com/genealogy.owl#isSiblingOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_bright_1845"",""http://www.example.com/genealogy.owl#caroline_bright_1845"",""http://www.example.com/genealogy.owl#isSisterOf""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_bright_1845"",""http://www.example.com/genealogy.owl#caroline_bright_1845"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_cox"",""http://www.example.com/genealogy.owl#caroline_cox"",""http://www.example.com/genealogy.owl#isFemalePartnerIn""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_cox"",""http://www.example.com/genealogy.owl#caroline_cox"",""http://www.example.com/genealogy.owl#isMotherOf""]",1,Low,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_cox"",""http://www.example.com/genealogy.owl#caroline_cox"",""http://www.example.com/genealogy.owl#isParentOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_cox"",""http://www.example.com/genealogy.owl#caroline_cox"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_lavinia_tubb_1840"",""http://www.example.com/genealogy.owl#caroline_lavinia_tubb_1840"",""http://www.example.com/genealogy.owl#hasBrother""]",1,Low,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_lavinia_tubb_1840"",""http://www.example.com/genealogy.owl#caroline_lavinia_tubb_1840"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_lavinia_tubb_1840"",""http://www.example.com/genealogy.owl#caroline_lavinia_tubb_1840"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_lavinia_tubb_1840"",""http://www.example.com/genealogy.owl#caroline_lavinia_tubb_1840"",""http://www.example.com/genealogy.owl#hasSister""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_lavinia_tubb_1840"",""http://www.example.com/genealogy.owl#caroline_lavinia_tubb_1840"",""http://www.example.com/genealogy.owl#isFemalePartnerIn""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_lavinia_tubb_1840"",""http://www.example.com/genealogy.owl#caroline_lavinia_tubb_1840"",""http://www.example.com/genealogy.owl#isMotherOf""]",1,Low,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_lavinia_tubb_1840"",""http://www.example.com/genealogy.owl#caroline_lavinia_tubb_1840"",""http://www.example.com/genealogy.owl#isParentOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_lavinia_tubb_1840"",""http://www.example.com/genealogy.owl#caroline_lavinia_tubb_1840"",""http://www.example.com/genealogy.owl#isSisterOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_lavinia_tubb_1840"",""http://www.example.com/genealogy.owl#caroline_lavinia_tubb_1840"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_martha_bright_1864"",""http://www.example.com/genealogy.owl#caroline_martha_bright_1864"",""http://www.example.com/genealogy.owl#hasBrother""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_martha_bright_1864"",""http://www.example.com/genealogy.owl#caroline_martha_bright_1864"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_martha_bright_1864"",""http://www.example.com/genealogy.owl#caroline_martha_bright_1864"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_martha_bright_1864"",""http://www.example.com/genealogy.owl#caroline_martha_bright_1864"",""http://www.example.com/genealogy.owl#isSisterOf""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_martha_bright_1864"",""http://www.example.com/genealogy.owl#caroline_martha_bright_1864"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_steward_1853"",""http://www.example.com/genealogy.owl#caroline_steward_1853"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_steward_1853"",""http://www.example.com/genealogy.owl#caroline_steward_1853"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_steward_1853"",""http://www.example.com/genealogy.owl#caroline_steward_1853"",""http://www.example.com/genealogy.owl#isSisterOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_caroline_steward_1853"",""http://www.example.com/genealogy.owl#caroline_steward_1853"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_catherine_steward_1863"",""http://www.example.com/genealogy.owl#catherine_steward_1863"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_catherine_steward_1863"",""http://www.example.com/genealogy.owl#catherine_steward_1863"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_catherine_steward_1863"",""http://www.example.com/genealogy.owl#catherine_steward_1863"",""http://www.example.com/genealogy.owl#isSisterOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_catherine_steward_1863"",""http://www.example.com/genealogy.owl#catherine_steward_1863"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_catherine_thompson"",""http://www.example.com/genealogy.owl#catherine_thompson"",""http://www.example.com/genealogy.owl#isMotherOf""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_catherine_thompson"",""http://www.example.com/genealogy.owl#catherine_thompson"",""http://www.example.com/genealogy.owl#isParentOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_celia_pinchbeck_1949"",""http://www.example.com/genealogy.owl#celia_pinchbeck_1949"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_celia_pinchbeck_1949"",""http://www.example.com/genealogy.owl#celia_pinchbeck_1949"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_celia_pinchbeck_1949"",""http://www.example.com/genealogy.owl#celia_pinchbeck_1949"",""http://www.example.com/genealogy.owl#isFemalePartnerIn""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_celia_pinchbeck_1949"",""http://www.example.com/genealogy.owl#celia_pinchbeck_1949"",""http://www.example.com/genealogy.owl#isMotherOf""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_celia_pinchbeck_1949"",""http://www.example.com/genealogy.owl#celia_pinchbeck_1949"",""http://www.example.com/genealogy.owl#isParentOf""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_celia_pinchbeck_1949"",""http://www.example.com/genealogy.owl#celia_pinchbeck_1949"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_charles_herbert_rever_1895"",""http://www.example.com/genealogy.owl#charles_herbert_rever_1895"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_charles_herbert_rever_1895"",""http://www.example.com/genealogy.owl#charles_herbert_rever_1895"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_charles_herbert_rever_1895"",""http://www.example.com/genealogy.owl#charles_herbert_rever_1895"",""http://www.example.com/genealogy.owl#hasSister""]",1,Low,508,0,normal-stratified,False
