semantic_key,source_task_id,sampling_group_key,dataset,hop,root,normalized_query,gold_answer,task_type,answer_type,raw_complexity,complexity_bin,sampling_mode,abox_size,abox_bin,source_provenance_key,corrected_explanation_metadata,corrected_provenance_metadata,attribution_evidence,v1_membership,nl_question_sha256,nl_context_sha256,fs_query_sha256,fs_context_sha256,gold_answer_sha256
sem-v1.1-5588244aded215ff12b7e79a6848b3346ca42d74eb0dc60e0a7770ae8d41c585,2hop-NamedPizza_Parmense_76_Parmense_76-Parmense_76-hasIngredient-MC,"[""OEQA"",""2hop-NamedPizza_Parmense_76_Parmense_76-Parmense_76-hasIngredient""]",Pizza250,2hop,NamedPizza_Parmense_76,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Parmense_76> <http://www.example.com/genealogy.owl#hasIngredient> ?x },AsparagusTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; ParmesanTopping_dynamic_1; TomatoTopping_dynamic_1,OEQA,MC,6,High,normal-stratified,255,363,oeqa-source-5adb3506e3401d5708d67e51b42a6a374ed175230baf20d7a50c1f626ac7005a,"{""answer_count"": 5, ""complete_combination_count"": 1, ""complete_max_axiom_count"": 6, ""complete_max_distinct_primitive_type_count"": 2, ""complete_max_primitive_tag_count"": 6, ""complete_min_axiom_count"": 6, ""complete_min_distinct_primitive_type_count"": 2, ""complete_min_primitive_tag_count"": 6, ""distinct_primitive_reasoning_types"": [""D"", ""H""], ""m_status"": ""never"", ""unique_semantic_union_count"": 1}","{""answers"": [{""answer"": ""AsparagusTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""HamTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""MozzarellaTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""ParmesanTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""TomatoTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": true, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,95bec56e50b968c7b168dd69c58b99b3950eebdb880710a72425465efd7f3307,,efc9cb9f57a79afc317b9531be6559a07ed6fb307dc8fd700cc1af916da2eaf3
sem-v1.1-5589470ca43051265bc4094e45da5043041c4cb3613be47b1a609a29756fa800,2hop-Thing_minnie_maud_steward_1909_minnie_maud_steward_1909-minnie_maud_steward_1909-hasSister-MC,"[""OEQA"",""2hop-Thing_minnie_maud_steward_1909_minnie_maud_steward_1909-minnie_maud_steward_1909-hasSister""]",Family,2hop,Thing_minnie_maud_steward_1909,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#minnie_maud_steward_1909> <http://www.example.com/genealogy.owl#hasSister> ?x },violet_sylvia_steward_1894,OEQA,MC,1,Low,normal-stratified,508,0,oeqa-source-c3c78a8c9d48d8b05f1886f6354d57a336e57d01687e9de268de7dd47c9af19c,"{""answer_count"": 1, ""complete_combination_count"": 1, ""complete_max_axiom_count"": 1, ""complete_max_distinct_primitive_type_count"": 1, ""complete_max_primitive_tag_count"": 1, ""complete_min_axiom_count"": 1, ""complete_min_distinct_primitive_type_count"": 1, ""complete_min_primitive_tag_count"": 1, ""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""unique_semantic_union_count"": 1}","{""answers"": [{""answer"": ""violet_sylvia_steward_1894"", ""proof_count"": 1, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,41462f71e6edc20ce204e8bc7a81d276056b5e57d04ebd6ba3f725b2549aa61f,,af18467cfc5501f367a07a66715cd8cdc514ec325314e1e092cd2612162af66c
sem-v1.1-558e3a2871aceb6b88a1c240b14c06a2aa1232d312eb6723ab3036f0a35ec39c,2hop-NamedPizza_AmericanHot_79_AmericanHot_79-AmericanHot_79-rdf:type-American-NEG-BIN,"[""BQA"",""Pizza250"",""2hop"",""NamedPizza_AmericanHot_79"",""http://www.example.com/genealogy.owl#AmericanHot_79"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",Pizza250,2hop,NamedPizza_AmericanHot_79,ASK WHERE { <http://www.example.com/genealogy.owl#AmericanHot_79> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> },FALSE,BQA,BIN,3,High,normal-stratified,255,363,NamedPizza_AmericanHot_79||AmericanHot_79|rdf:type|Food,"{""distinct_primitive_reasoning_types"": [""D"", ""H"", ""R""], ""m_status"": ""selection-dependent"", ""maximum_axiom_count"": 3, ""maximum_primitive_tag_count"": 3, ""minimum_axiom_count"": 3, ""minimum_primitive_tag_count"": 3, ""proof_count"": 2}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#AmericanHot_79> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""positive_task_id"": ""2hop-NamedPizza_AmericanHot_79_AmericanHot_79-AmericanHot_79-rdf:type-Food-BIN"", ""source_explanation_key"": ""NamedPizza_AmericanHot_79||AmericanHot_79|rdf:type|Food""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": true, ""new_nested_tag"": false}",retained,e4a649622806ea71a629564509420e158f59f14fbeb84ff5b946a8f64f41eaf4,4bd4d3dfe38a64f4df37e058038f4790143e21590d439eabef798c00c9938855,c5e804aa82ae50f521b595f0cffd7571909ac6d06b014e042ccbbf5204fb16f7,f046024505b53e928c47ef29b9bf7ae785a998e712bc66715e94d1f74f2cefae,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-5592230c8be358830fa627a34c3c3aae10e4e23324b1b7c68861a06e1b4c8ab0,2hop-Thing_mary_eliza_jessop_1863_mary_eliza_jessop_1863-mary_eliza_jessop_1863-isSisterOf-ada_rachel_heath_1868-NEG-BIN,"[""BQA"",""Family"",""2hop"",""Thing_mary_eliza_jessop_1863"",""http://www.example.com/genealogy.owl#mary_eliza_jessop_1863"",""http://www.example.com/genealogy.owl#isSisterOf""]",Family,2hop,Thing_mary_eliza_jessop_1863,ASK WHERE { <http://www.example.com/genealogy.owl#mary_eliza_jessop_1863> <http://www.example.com/genealogy.owl#isSisterOf> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> },FALSE,BQA,BIN,1,Low,normal-stratified,508,0,Thing_mary_eliza_jessop_1863||mary_eliza_jessop_1863|isSisterOf|charlotte_ann_jessop_1865,"{""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""maximum_axiom_count"": 1, ""maximum_primitive_tag_count"": 1, ""minimum_axiom_count"": 1, ""minimum_primitive_tag_count"": 1, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#mary_eliza_jessop_1863> <http://www.example.com/genealogy.owl#isSisterOf> <http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865> }"", ""positive_task_id"": ""2hop-Thing_mary_eliza_jessop_1863_mary_eliza_jessop_1863-mary_eliza_jessop_1863-isSisterOf-charlotte_ann_jessop_1865-BIN"", ""source_explanation_key"": ""Thing_mary_eliza_jessop_1863||mary_eliza_jessop_1863|isSisterOf|charlotte_ann_jessop_1865""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,fc374565a28b52be5e9274c5ee0ff49f0ab5fc2678aba078ac0f34f9dedd7693,,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-55a36f28a462a427d45db7aaf17e06a7bc8e7d237e75a7b5b1ebbf4a1f9fd33e,1hop-NamedPizza_Napoletana_203_Napoletana_203-Napoletana_203-hasIngredient-MC,"[""OEQA"",""1hop-NamedPizza_Napoletana_203_Napoletana_203-Napoletana_203-hasIngredient""]",Pizza250,1hop,NamedPizza_Napoletana_203,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Napoletana_203> <http://www.example.com/genealogy.owl#hasIngredient> ?x },AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; TomatoTopping_dynamic_1,OEQA,MC,6,High,normal-stratified,6,5,oeqa-source-4c028fa4e819abe34ce2fe77eda9fd20e5b693cfe0964c79a6912166a5f95692,"{""answer_count"": 5, ""complete_combination_count"": 1, ""complete_max_axiom_count"": 6, ""complete_max_distinct_primitive_type_count"": 2, ""complete_max_primitive_tag_count"": 6, ""complete_min_axiom_count"": 6, ""complete_min_distinct_primitive_type_count"": 2, ""complete_min_primitive_tag_count"": 6, ""distinct_primitive_reasoning_types"": [""D"", ""H""], ""m_status"": ""never"", ""unique_semantic_union_count"": 1}","{""answers"": [{""answer"": ""AnchoviesTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""CaperTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""MozzarellaTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""OliveTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""TomatoTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": true, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,bb5e65c67d3b48261077f16f255cb4639205a559c8b308f5e03736eeba90a279,,07e5151387def46abb64160006943c1f3952ec5ed24975a4d4638c4ea1238a24
sem-v1.1-55ad8b2657c9fbe05f2b37154949b81d5b976d230a6574baeab56ebedcdd7248,2hop-NamedPizza_AmericanHot_72_AmericanHot_72-AmericanHot_72-rdf:type-MC,"[""OEQA"",""2hop-NamedPizza_AmericanHot_72_AmericanHot_72-AmericanHot_72-rdf:type""]",Pizza100,2hop,NamedPizza_AmericanHot_72,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#AmericanHot_72> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },DomainConcept; Food; Pizza,OEQA,MC,4,Medium,normal-stratified,200,347,oeqa-source-31be66975fcb4a13f88bf86e14494832b2684978689e47d58151777150a410a5,"{""answer_count"": 3, ""complete_combination_count"": 4, ""complete_max_axiom_count"": 8, ""complete_max_distinct_primitive_type_count"": 3, ""complete_max_primitive_tag_count"": 8, ""complete_min_axiom_count"": 4, ""complete_min_distinct_primitive_type_count"": 2, ""complete_min_primitive_tag_count"": 4, ""distinct_primitive_reasoning_types"": [""D"", ""H"", ""R""], ""m_status"": ""selection-dependent"", ""unique_semantic_union_count"": 4}","{""answers"": [{""answer"": ""DomainConcept"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""Food"", ""proof_count"": 2, ""source"": ""inferred.object""}, {""answer"": ""Pizza"", ""proof_count"": 2, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": true, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": true, ""new_nested_tag"": false}",new,,,3563ca269fbe378e41a630b1f56e72c3dece46c268c1037aa5de75978062a84a,,ca3ed3f4782f8cb983b2cbf75dae0f1d23f1f881c3b3816b5c928661f51fa0aa
sem-v1.1-55bea36c3494575d92b87440d362822abddc8900c83288ac4ced80e403f6bdd1,2hop-Man_U0C1D1UGS2_U0C1D1UGS2-U0C1D1UGS2-isAdvisedBy-MC,"[""OEQA"",""2hop-Man_U0C1D1UGS2_U0C1D1UGS2-U0C1D1UGS2-isAdvisedBy""]",OWL2Bench,2hop,Man_U0C1D1UGS2,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#U0C1D1UGS2> <http://www.example.com/genealogy.owl#isAdvisedBy> ?x },U0C1D1FP3; U0C1D1FP4,OEQA,MC,2,Low,normal-stratified,287,20,oeqa-source-f8a7327dd81edb6a2ee87da3cb082ebca8dfe8c2d6ab3b23aade3a3fa854f686,"{""answer_count"": 2, ""complete_combination_count"": 1, ""complete_max_axiom_count"": 2, ""complete_max_distinct_primitive_type_count"": 1, ""complete_max_primitive_tag_count"": 2, ""complete_min_axiom_count"": 2, ""complete_min_distinct_primitive_type_count"": 1, ""complete_min_primitive_tag_count"": 2, ""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""unique_semantic_union_count"": 1}","{""answers"": [{""answer"": ""U0C1D1FP3"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""U0C1D1FP4"", ""proof_count"": 1, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": true, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,558f83242954a5c2b9b9e716260bee33a65d512588e03a12b9470b26424a1eca,,bac6136841ff025e284cdac8b5ebf3078899e8ef57d253b0218062523019eafc
sem-v1.1-55c10d69117e067101f609f5f13cdebc47b80ff06357d3ab2cee8868e012b16c,1hop-Woman_U0C1D1UGS13_U0C1D1UGS13-U0C1D1UGS13-takesCourse-U0C1D0EC37-BIN,"[""BQA"",""OWL2Bench"",""1hop"",""Woman_U0C1D1UGS13"",""http://www.example.com/genealogy.owl#U0C1D1UGS13"",""http://www.example.com/genealogy.owl#takesCourse""]",OWL2Bench,1hop,Woman_U0C1D1UGS13,ASK WHERE { <http://www.example.com/genealogy.owl#U0C1D1UGS13> <http://www.example.com/genealogy.owl#takesCourse> <http://www.example.com/genealogy.owl#U0C1D0EC37> },TRUE,BQA,BIN,1,Low,normal-stratified,11,19,Woman_U0C1D1UGS13||U0C1D1UGS13|takesCourse|U0C1D0EC37,"{""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""maximum_axiom_count"": 1, ""maximum_primitive_tag_count"": 1, ""minimum_axiom_count"": 1, ""minimum_primitive_tag_count"": 1, ""proof_count"": 1}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#U0C1D1UGS13> <http://www.example.com/genealogy.owl#takesCourse> <http://www.example.com/genealogy.owl#U0C1D0EC37> }"", ""positive_task_id"": ""1hop-Woman_U0C1D1UGS13_U0C1D1UGS13-U0C1D1UGS13-takesCourse-U0C1D0EC37-BIN"", ""source_explanation_key"": ""Woman_U0C1D1UGS13||U0C1D1UGS13|takesCourse|U0C1D0EC37""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,15c50f79ccc08fa1320821b625caa58265436de1397ec62ff448495d49782966,,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
sem-v1.1-55d0a2c821e2a28e4206ddbed694243d549921422019afaa18f389ba5f3b7e6f,1hop-Thing_james_whitfield_1821_james_whitfield_1821-james_whitfield_1821-hasMother-sarah_jewell_1790-BIN,"[""BQA"",""Family"",""1hop"",""Thing_james_whitfield_1821"",""http://www.example.com/genealogy.owl#james_whitfield_1821"",""http://www.example.com/genealogy.owl#hasMother""]",Family,1hop,Thing_james_whitfield_1821,ASK WHERE { <http://www.example.com/genealogy.owl#james_whitfield_1821> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#sarah_jewell_1790> },TRUE,BQA,BIN,2,Medium,normal-stratified,508,0,Thing_james_whitfield_1821||james_whitfield_1821|hasMother|sarah_jewell_1790,"{""distinct_primitive_reasoning_types"": [""D"", ""I""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#james_whitfield_1821> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#sarah_jewell_1790> }"", ""positive_task_id"": ""1hop-Thing_james_whitfield_1821_james_whitfield_1821-james_whitfield_1821-hasMother-sarah_jewell_1790-BIN"", ""source_explanation_key"": ""Thing_james_whitfield_1821||james_whitfield_1821|hasMother|sarah_jewell_1790""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,e0fbc48267351c1feea15492e4f28a24e1c34f6f91302a184dae394e64eff399,,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
sem-v1.1-55d84873e7a005b1f047efac7937dd9cfc8355ef464198d4cb87fac316be16a3,1hop-Thing_charlotte_ann_jessop_1865_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasMother-ada_rachel_heath_1868-NEG-BIN,"[""BQA"",""Family"",""1hop"",""Thing_charlotte_ann_jessop_1865"",""http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865"",""http://www.example.com/genealogy.owl#hasMother""]",Family,1hop,Thing_charlotte_ann_jessop_1865,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> },FALSE,BQA,BIN,2,Medium,normal-stratified,508,0,Thing_charlotte_ann_jessop_1865||charlotte_ann_jessop_1865|hasMother|martha_cotton_1832,"{""distinct_primitive_reasoning_types"": [""D"", ""I""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#martha_cotton_1832> }"", ""positive_task_id"": ""1hop-Thing_charlotte_ann_jessop_1865_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasMother-martha_cotton_1832-BIN"", ""source_explanation_key"": ""Thing_charlotte_ann_jessop_1865||charlotte_ann_jessop_1865|hasMother|martha_cotton_1832""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,d89640fb00c4d12fa07e7a5bb303c228ca6fe5f1a7ec6765556d475f661982bc,,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-55e3c6c6a4e42ffaa7e876b2cf5ffb130777c7ae2377f7d3a94cd8ba326a4d74,1hop-Thing_sarah_steward_1849_sarah_steward_1849-sarah_steward_1849-hasMother-ada_rachel_heath_1868-NEG-BIN,"[""BQA"",""Family"",""1hop"",""Thing_sarah_steward_1849"",""http://www.example.com/genealogy.owl#sarah_steward_1849"",""http://www.example.com/genealogy.owl#hasMother""]",Family,1hop,Thing_sarah_steward_1849,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_steward_1849> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> },FALSE,BQA,BIN,2,Medium,normal-stratified,508,0,Thing_sarah_steward_1849||sarah_steward_1849|hasMother|eleanor_harsley_1808,"{""distinct_primitive_reasoning_types"": [""D"", ""I""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#sarah_steward_1849> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#eleanor_harsley_1808> }"", ""positive_task_id"": ""1hop-Thing_sarah_steward_1849_sarah_steward_1849-sarah_steward_1849-hasMother-eleanor_harsley_1808-BIN"", ""source_explanation_key"": ""Thing_sarah_steward_1849||sarah_steward_1849|hasMother|eleanor_harsley_1808""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,73a437a2786cd85a19c8fecf3e30699ce61bd0846647cdb381e72bb8712baccb,,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-55e614fed3bf20f4a0f30a82d7d5a5078b5389e337040b041796cd794ec988db,1hop-NamedPizza_PolloAdAstra_95_PolloAdAstra_95-PolloAdAstra_95-hasTopping-PolloAdAstra_95-NEG-BIN,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_PolloAdAstra_95"",""http://www.example.com/genealogy.owl#PolloAdAstra_95"",""http://www.example.com/genealogy.owl#hasTopping""]",Pizza250,1hop,NamedPizza_PolloAdAstra_95,ASK WHERE { <http://www.example.com/genealogy.owl#PolloAdAstra_95> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#PolloAdAstra_95> },FALSE,BQA,BIN,1,Low,normal-stratified,8,9,NamedPizza_PolloAdAstra_95||PolloAdAstra_95|hasTopping|CajunSpiceTopping_dynamic_1,"{""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""maximum_axiom_count"": 1, ""maximum_primitive_tag_count"": 1, ""minimum_axiom_count"": 1, ""minimum_primitive_tag_count"": 1, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#PolloAdAstra_95> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#CajunSpiceTopping_dynamic_1> }"", ""positive_task_id"": ""1hop-NamedPizza_PolloAdAstra_95_PolloAdAstra_95-PolloAdAstra_95-hasTopping-CajunSpiceTopping_dynamic_1-BIN"", ""source_explanation_key"": ""NamedPizza_PolloAdAstra_95||PolloAdAstra_95|hasTopping|CajunSpiceTopping_dynamic_1""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",retained,0bb5389ef16e6dbbe5339405fcb19df43d2e64faecbad7d7cee068b4d73ac684,8f4e888a15a3cb6439139942d63354b048bad6c7fef7ff2d2fd271b4be39dd80,a317228f4c91c61a1b284f48db399b73f386c4e205ff0762d92d5984bb95cff3,c42432c6c6219ca345952d1de525561f61073aeb606bd6d627b3c5f52a10c3ef,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-560305129130ff45f9e2e4b1de688652140099900450fadf5ec65961c9b0f56a,2hop-Thing_edward_cotton_1850_edward_cotton_1850-edward_cotton_1850-hasMother-ada_rachel_heath_1868-NEG-BIN,"[""BQA"",""Family"",""2hop"",""Thing_edward_cotton_1850"",""http://www.example.com/genealogy.owl#edward_cotton_1850"",""http://www.example.com/genealogy.owl#hasMother""]",Family,2hop,Thing_edward_cotton_1850,ASK WHERE { <http://www.example.com/genealogy.owl#edward_cotton_1850> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> },FALSE,BQA,BIN,2,Medium,normal-stratified,508,0,Thing_edward_cotton_1850||edward_cotton_1850|hasMother|elizabeth_blanchard_1807,"{""distinct_primitive_reasoning_types"": [""D"", ""I""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#edward_cotton_1850> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#elizabeth_blanchard_1807> }"", ""positive_task_id"": ""2hop-Thing_edward_cotton_1850_edward_cotton_1850-edward_cotton_1850-hasMother-elizabeth_blanchard_1807-BIN"", ""source_explanation_key"": ""Thing_edward_cotton_1850||edward_cotton_1850|hasMother|elizabeth_blanchard_1807""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,d02c9179201220d4b95bbbd74998e79bc0214018330bb57779301371a620181f,,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
