input_hash,representation,classification,classification_label,rationale,row_count,task_ids,datasets,hops,task_groups,semantic_keys,formal_queries,gold_answer,aggregate_weighting_effect
0c23f270cfb2643fab49e463c4e078daff1c218014420307d99d4142956e5f91,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,5,3969;3971;4993;4999;5003,Pizza100;Pizza250,1hop,BQA,sem-v1.1-2781b2d8fdbea77e780fee13de9f5f9852b20815e7decbc10ff4336e5453a302;sem-v1.1-1cefce05e1c7979c765f184eb08468ce06db78a6f63ebdb25f68835b516ba2a9;sem-v1.1-a53ce1b1be5ba702563c6600f19d628b55cd9b35f0d6d95ecac95b9dab54b2e7;sem-v1.1-d44e49c9c258ea42c275c66a2c3843b7b6c2b6a43f3f648fba31acbd115b94b5;sem-v1.1-04a48387455f97028eb941c2c5fc012efe3dc827975b070bed751d71bc03e625,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Parmense_0> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Parmense_11> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Parmense_121> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Parmense_43> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Parmense_76> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 5 times in per-row aggregate evaluation
0d16782f2d9aaf60a6a1f7f8b8cd46622813c5962516c2ab5ec5ec2f566e2044,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,6960;6966;8511,OWL2Bench,1hop;2hop,BQA,sem-v1.1-74cba53e74bf9a245e5bd488a75e31dd7d69f97be8c87baafa02a71165ec1259;sem-v1.1-7840290e94abdf061009d348e5438f1c61c3a2a0fe5809d26e93f1ed7fc91679;sem-v1.1-8c5edd8bce0f606e55b6c446e9cbb63b4249eb29e295a86ef49af76f9491fb15,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Woman_18> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Woman_47> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Woman_13> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> }""]",TRUE,counts the identical evaluated input 3 times in per-row aggregate evaluation
0d7b1adb9e8839cc45b0f12211d318b0be5aed975bc66099dbf734c3a269793f,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,6,3970;3972;3974;4994;5000;5004,Pizza100;Pizza250,1hop,BQA,sem-v1.1-1018005ecad9f83eea822abc75ff912f55c2047f25aecdfe43a665b5dd2d475f;sem-v1.1-afc361ec5a764794b4ecd3270ddaca8901fb8811e1632b0b670b086e41b57a44;sem-v1.1-635b7930eecde0c9e1b5df669a5b3534cc48246b0bf13537cd4a1caf82670002;sem-v1.1-3eef292e7466c92b70fd06e463732c73eec6593608abcac6366c07fb399ad63b;sem-v1.1-9e32a7691369ca20ad5fa037806715b293fc3a973039f3df25ad2952194d88d6;sem-v1.1-1677c1ab32dc9d1f0a3d1bddcc0d3c3bcb3464fe98519cbd159cb61e07a952e4,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Parmense_0> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Parmense_0> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Parmense_11> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Parmense_11> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Parmense_18> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Parmense_18> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Parmense_121> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Parmense_121> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Parmense_43> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Parmense_43> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Parmense_76> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Parmense_76> }""]",FALSE,counts the identical evaluated input 6 times in per-row aggregate evaluation
0e797a27beffee8e560ed317e2147dee99fa23ab777875165dee2f1c2095d5d6,NL,D,other,incidental cross-dataset duplicate with the same formal query and gold semantics; no evidence it was intentionally duplicated,2,4281;5384,Pizza100;Pizza250,2hop,BQA,sem-v1.1-5263f4979da95451c2dc942964ec90441708cc43464c94795e713572276f5e55;sem-v1.1-8fa9a4150ce0d6ad481955bd6282309c6fa7b564cb44e4bb7b38d497a10800a6,"[""ASK WHERE { <http://www.example.com/genealogy.owl#HotSpicedBeefTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#HotSpicedBeefTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }""]",TRUE,counts the identical evaluated input 2 times in per-row aggregate evaluation
0e7be21d4184924c65a3cb20ca43f0797bc59a70a51ecf8aa8573b0a400c7fff,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,3860;3862;4870,Pizza100;Pizza250,1hop,BQA,sem-v1.1-1c34a3bf642766d87eaa93a647380f8dad7e600f0098d38b02db7e2d1f1be064;sem-v1.1-961afb4fe7dad719b01926f74b8f5f676c194b8bff3c816645d0317fbab0b82e;sem-v1.1-33e6b0c51758e10952c5d41980da82d73646bb67a5cf80dbef1afa79758b8d69,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Fiorentina_41> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Fiorentina_52> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Fiorentina_149> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 3 times in per-row aggregate evaluation
0f15cbae3ac96306e0d59247a0c86103bb17c382a9c547ae5b6413483483fe82,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,4318;5427,Pizza100;Pizza250,2hop,BQA,sem-v1.1-fc6dbc711047ca5bc3d05c9c777db62799a692218564c26c5dc4fecb30209a2e;sem-v1.1-1de73906c1f7389bc629c2874d367c5ecc568a3ddf2fd82093830311de26f39a,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Cajun_20> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Cajun_112> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_131> }""]",FALSE,counts the identical evaluated input 2 times in per-row aggregate evaluation
0fb372b0892e6f05118e879650f25b807680ac03adffe65ee7ec41e527374e4b,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4542;5725;5727,Pizza100;Pizza250,2hop,BQA,sem-v1.1-a5338b30ad6603f33e922c5c69b1e935f3c722dc2c32d9111671c2b074087ac4;sem-v1.1-0bd2e842f7027bb36de6cf282392ecc7e87de655c2f7d22255f085796d2a14a3;sem-v1.1-b831b7ac1306c02a838ec0a1133eb18f665e15d16a1b375453b940b15073f316,"[""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_23> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_53> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_58> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }""]",FALSE,counts the identical evaluated input 3 times in per-row aggregate evaluation
107c6b0e57276095d02a8fbd0f0c0ee5b60cfc155e3a5f84a6fd722834e54301,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,4657;5871,Pizza100;Pizza250,2hop,OEQA,sem-v1.1-19e3077bcf59170023098910b8f8c3d81fe727781dfd7fe3e11b16b3771c581e;sem-v1.1-e6f2ef29ac795b865b609801adb6c95ac6304a819d21b9bbdd5c623fc56a488b,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#LaReine_16> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#LaReine_230> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }""]",DomainConcept; Food; Pizza,counts the identical evaluated input 2 times in per-row aggregate evaluation
11452555627ae7dfbcafa0baa3dd3628ae02b7bc12f3598468845cf11e2a0c39,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,9,3787;3793;3809;3811;3813;3815;4805;4809;4811,Pizza100;Pizza250,1hop,BQA,sem-v1.1-c4c27c3f46fd036fdd282565308d881608b00562d97e251f5676b1a12ce10e7e;sem-v1.1-71ab284636a0c93effd96ec15bc2e25db32587c4e86637878af2a12e7f78d6c3;sem-v1.1-36278e8163aa1edafb355787163c231086f9f5a0fbb2309fc3015a032811ea34;sem-v1.1-512256b4cb9a676782cce3ae1efdb6258d183a972f20062c1a5b86726a3aa39c;sem-v1.1-60bb433aae50c088f3114d01fe1e8fc7f80c5b0d7c674ad6a806e938b209bd81;sem-v1.1-65bf3baea4225dd98df6f42d8a223b1b9369e0e786ad4032bdbb79d96df7aedf;sem-v1.1-902afd564e429a413adde9b151dc3de4797fcfedf3f50820f032a654b738c8e5;sem-v1.1-c70ec679ca35bdefc6921a6e042a17689630bdc984aae42c06e874fc8f6b9762;sem-v1.1-73b56ff9c1d8429f3202150e632ec316dabc6c4ad23ba348cc6f9ced25b8e9c5,"[""ASK WHERE { <http://www.example.com/genealogy.owl#American_19> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#American_19> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#American_28> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#American_28> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#American_83> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#American_83> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#American_85> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#American_85> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#American_88> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#American_88> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#American_9> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#American_9> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#American_245> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#American_245> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#American_27> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#American_27> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#American_68> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#American_68> }""]",FALSE,counts the identical evaluated input 9 times in per-row aggregate evaluation
1189dacd087ac9c8946c1860895c99b710e706cc33f736f3deb2ff40abb23a21,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4595;5793;5794,Pizza100;Pizza250,2hop,OEQA,sem-v1.1-c8644c7f9475c714809b7c2eff0d16c2492ae85b88985fb3b4dc04b17fbe7ec3;sem-v1.1-a6434935ea9d76d047d106783083ff2029db1837163adf446ce9f79253cb9a9f;sem-v1.1-4d28a9845db89c3097388295d9a8a2fadf105a563a8765f3241403a7469299f4,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#AmericanHot_56> <http://www.example.com/genealogy.owl#hasTopping> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#AmericanHot_136> <http://www.example.com/genealogy.owl#hasTopping> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#AmericanHot_139> <http://www.example.com/genealogy.owl#hasTopping> ?x }""]",HotGreenPepperTopping_dynamic_1; JalapenoPepperTopping_dynamic_1; MozzarellaTopping_dynamic_1; PeperoniSausageTopping_dynamic_1; TomatoTopping_dynamic_1,counts the identical evaluated input 3 times in per-row aggregate evaluation
12037cea94fefe70a9af114415a937f50b9e4827b67c90787f5345dcf1f17389,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,4,3896;3898;4922;4930,Pizza100;Pizza250,1hop,BQA,sem-v1.1-edbad91cf7164b80c9ecf7dfc18159e329b87bd028786e9168a21266a0ceadb9;sem-v1.1-bea712251348b198684fbf711f43ef2c67e4ec8c00f7a7a8d6b006caa179546e;sem-v1.1-cde55d25796a2dc78dd8a81479443f5f67802eb0e0414bd9b7ab180e1359445a;sem-v1.1-75c43a480315659c7d25688babee32483a090ab1858aaa2d22446025014bab3a,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Giardiniera_17> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Giardiniera_19> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Giardiniera_118> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Giardiniera_4> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }""]",TRUE,counts the identical evaluated input 4 times in per-row aggregate evaluation
1230081d6eaad9168bc1e5ca832826340ea046340df9a28f699265d1a8145467,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,4135;5220,Pizza100;Pizza250,1hop,OEQA,sem-v1.1-95a4945f1e0b7f9f1d0721fa835d8f51352d8ef92b3ed399ea2573c5bfd7b61d;sem-v1.1-75ec6b1c48b0bf363ad53728d76b7db6d4d6b6d76c373788958d26477956bd11,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Caprina_64> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Caprina_36> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }""]",DomainConcept; Food; Pizza,counts the identical evaluated input 2 times in per-row aggregate evaluation
1292839d6f8192f3b62dadd35c9ce250e5b5443c63659b58e3f7989274650ef5,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,6,4534;4540;5711;5717;5719;5723,Pizza100;Pizza250,2hop,BQA,sem-v1.1-25394440700a6b9caa21e71496a9c081765c94d8aeb3621fee98e626dd0b8b26;sem-v1.1-a8464d42385f645a4158f280da86dc432715dbd50f72fb0148f1d739f184aa66;sem-v1.1-e7297e016b00af1882ef9a60804def159d4aecd34ca8eda0c83e7dbc62039bc3;sem-v1.1-395559bd458f80b5f87fafe8190248b1b8b8f037245224aa311b72ae3c145446;sem-v1.1-73ecb306b3334e706b5afd4024df21bf4cbc47b3d16a351aa24eaa5e40cbdca9;sem-v1.1-b19dbfce17133c13bfc0f7c9c806656385f36b8fc1342aaf4c976246e4eb0e50,"[""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_1> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_23> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_147> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_131> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_20> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_131> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_228> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_131> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_53> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_131> }""]",FALSE,counts the identical evaluated input 6 times in per-row aggregate evaluation
144c0e5449998621a85eeba20e911dff0bc76afc4288def980bca1f9de8952d2,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4063;5143;5147,Pizza100;Pizza250,1hop,BQA,sem-v1.1-2fcbd29e000ca0be72fe931b2c2edb5a2570fc2678437abc7f892d9b0c144d9a;sem-v1.1-60729b15e77a6121f6c132ba8bd7ef2ecf3c9cbce1b090c0ec142668d5a93290;sem-v1.1-b191c2bc84240a3376bc4bb937ffb3cce240af33e6a195f7beb1a798ddc841e5,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Veneziana_48> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Veneziana_238> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Veneziana_61> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 3 times in per-row aggregate evaluation
1453852c7a9d972796bb28afabf059ead2ab3244eb0945bc1a4ce930ab1ddbc6,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,5,4691;5904;5905;5906;5909,Pizza100;Pizza250,2hop,OEQA,sem-v1.1-8af04eb92667375e64a09b959bbbcd9c22108fc39f0764961c041684dc16d5ed;sem-v1.1-333f2b262af87fbf9932041fad96e474bbab73519edf191fd281a6dde2f5cc80;sem-v1.1-220e2bbd600d3bb1ea40fc55ba1ed66a3e5aedbcc939285217c5b74021c9103e;sem-v1.1-44c09aa4f9a29ae17f11042a46550079112bf4b5c59a583eb418bc4a9b194a33;sem-v1.1-45503bf7d3b72964f6b1764053ccf16d31dca146adc5200b2d373b81633db0ea,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Parmense_77> <http://www.example.com/genealogy.owl#hasTopping> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Parmense_165> <http://www.example.com/genealogy.owl#hasTopping> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Parmense_221> <http://www.example.com/genealogy.owl#hasTopping> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Parmense_30> <http://www.example.com/genealogy.owl#hasTopping> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Parmense_76> <http://www.example.com/genealogy.owl#hasTopping> ?x }""]",AsparagusTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; ParmesanTopping_dynamic_1; TomatoTopping_dynamic_1,counts the identical evaluated input 5 times in per-row aggregate evaluation
14d8bcea00c394f41f1ef1d1f028a77b9a754154aeab336f47d1c61a78dd1012,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,6229;6231,OWL2Bench,1hop,BQA,sem-v1.1-b50c1c19068ce0a195008869ccd1d9568fc9ad3e756d10611ad67106eccc771a;sem-v1.1-58998317b95d27f328c5e8cb0637daa3c0169b77d134a723004e3b7cf54f7295,"[""ASK WHERE { <http://www.example.com/genealogy.owl#U0C2D0UGS19> <http://www.example.com/genealogy.owl#enrollFor> <http://www.example.com/genealogy.owl#Humanities> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#U0C2D0UGS19> <http://www.example.com/genealogy.owl#enrollIn> <http://www.example.com/genealogy.owl#Humanities> }""]",FALSE,counts the identical evaluated input 2 times in per-row aggregate evaluation
1526f1532c447a9492403475c8dbe38bd254b003b4bc90553aa451277c548430,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,4,4162;4166;4169;5274,Pizza100;Pizza250,1hop,OEQA,sem-v1.1-dc0762a55a05a7c8a7a808915579880b40ab4349db530ddee8560c81dda6281f;sem-v1.1-cacf951f8fac19addf8422e80ff6dc4e08d806045d7be3895ffafefbf878361b;sem-v1.1-2a2c922b24e50f8cc12669bad0843287d49ccb4a0073d2cc073af552bfe81f79;sem-v1.1-3d349eb8f038d3e5698fbd528dc95075ad7979716df1c8abbcc17668824fd290,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Margherita_20> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Margherita_36> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Margherita_48> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Margherita_73> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }""]",DomainConcept; Food; Pizza,counts the identical evaluated input 4 times in per-row aggregate evaluation
