Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Min Tag Length,Max Tag Length,Task ID temp,Bin_Size of ontology ABox,Bin_Min Tag Length,strata,split
1hop-Thing_alec_john_archer_1927_alec_john_archer_1927-alec_john_archer_1927-hasRelation-BIN,Thing_alec_john_archer_1927,173,8,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#alec_john_archer_1927> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_alexander_archer_1882> },hasRelation,TRUE,3,3,1hop-Thing_alec_john_archer_1927_alec_john_archer_1927-alec_john_archer_1927-hasRelation,5.0,1.0,5.0_1.0,train
1hop-Thing_alexander_ilych_brown_1988_alexander_ilych_brown_1988-alexander_ilych_brown_1988-isSiblingOf-BIN,Thing_alexander_ilych_brown_1988,173,2,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#alexander_ilych_brown_1988> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#alexander_ilych_brown_1988> },isSiblingOf,TRUE,3,4,1hop-Thing_alexander_ilych_brown_1988_alexander_ilych_brown_1988-alexander_ilych_brown_1988-isSiblingOf,,1.0,nan_1.0,train
1hop-Thing_alfred_hostler_harry_bright_hostler-harry_bright_hostler-isSiblingOf-BIN,Thing_alfred_hostler,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harry_bright_hostler> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#ruth_hostler> },isSiblingOf,TRUE,3,4,1hop-Thing_alfred_hostler_harry_bright_hostler-harry_bright_hostler-isSiblingOf,2.0,1.0,2.0_1.0,train
1hop-Thing_alfred_hostler_harry_bright_hostler-harry_bright_hostler-isSiblingOf-MC,Thing_alfred_hostler,173,5,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#harry_bright_hostler> <http://www.example.com/genealogy.owl#isSiblingOf> ?x },isSiblingOf,edna_hostler; harry_bright_hostler; robert_jerome_hostler; ruth_hostler,3,4,1hop-Thing_alfred_hostler_harry_bright_hostler-harry_bright_hostler-isSiblingOf,2.0,1.0,2.0_1.0,train
1hop-Thing_alfred_hostler_harry_bright_hostler-harry_bright_hostler-isSiblingOf-BIN,Thing_alfred_hostler,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harry_bright_hostler> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#harry_bright_hostler> },isSiblingOf,TRUE,3,4,1hop-Thing_alfred_hostler_harry_bright_hostler-harry_bright_hostler-isSiblingOf,2.0,1.0,2.0_1.0,train
1hop-Thing_alfred_hostler_harry_bright_hostler-harry_bright_hostler-isSiblingOf-BIN,Thing_alfred_hostler,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harry_bright_hostler> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#robert_jerome_hostler> },isSiblingOf,TRUE,3,4,1hop-Thing_alfred_hostler_harry_bright_hostler-harry_bright_hostler-isSiblingOf,2.0,1.0,2.0_1.0,train
1hop-Thing_alfred_hostler_harry_bright_hostler-harry_bright_hostler-isSiblingOf-BIN,Thing_alfred_hostler,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harry_bright_hostler> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#edna_hostler> },isSiblingOf,TRUE,3,4,1hop-Thing_alfred_hostler_harry_bright_hostler-harry_bright_hostler-isSiblingOf,2.0,1.0,2.0_1.0,train
1hop-Thing_alfred_steward_1846_houghton_steward_1841-houghton_steward_1841-rdf:type-BIN,Thing_alfred_steward_1846,173,5,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#houghton_steward_1841> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },rdf:type,TRUE,3,3,1hop-Thing_alfred_steward_1846_houghton_steward_1841-houghton_steward_1841-rdf:type,2.0,1.0,2.0_1.0,train
1hop-Thing_alfred_steward_1846_houghton_steward_1841-houghton_steward_1841-rdf:type-MC,Thing_alfred_steward_1846,173,5,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#houghton_steward_1841> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,DomainEntity; Person,3,3,1hop-Thing_alfred_steward_1846_houghton_steward_1841-houghton_steward_1841-rdf:type,2.0,1.0,2.0_1.0,train
1hop-Thing_alfred_steward_1846_houghton_steward_1841-houghton_steward_1841-rdf:type-BIN,Thing_alfred_steward_1846,173,5,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#houghton_steward_1841> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },rdf:type,TRUE,2,5,1hop-Thing_alfred_steward_1846_houghton_steward_1841-houghton_steward_1841-rdf:type,2.0,0.0,2.0_0.0,train
1hop-Thing_alfred_steward_1846_houghton_steward_1841-houghton_steward_1841-rdf:type-MC,Thing_alfred_steward_1846,173,5,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#houghton_steward_1841> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,DomainEntity; Person,2,5,1hop-Thing_alfred_steward_1846_houghton_steward_1841-houghton_steward_1841-rdf:type,2.0,0.0,2.0_0.0,train
1hop-Thing_alice_harvey_1895_john_henry_harvey-john_henry_harvey-isParentOf-BIN,Thing_alice_harvey_1895,173,4,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_henry_harvey> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#alice_harvey_1895> },isParentOf,TRUE,3,3,1hop-Thing_alice_harvey_1895_john_henry_harvey-john_henry_harvey-isParentOf,1.0,1.0,1.0_1.0,train
1hop-Thing_alice_whitfield_1859_harriet_ann_young_1825-harriet_ann_young_1825-rdf:type-BIN,Thing_alice_whitfield_1859,173,5,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Woman> },rdf:type,TRUE,2,2,1hop-Thing_alice_whitfield_1859_harriet_ann_young_1825-harriet_ann_young_1825-rdf:type,2.0,0.0,2.0_0.0,train
1hop-Thing_alice_whitfield_1859_harriet_ann_young_1825-harriet_ann_young_1825-rdf:type-MC,Thing_alice_whitfield_1859,173,5,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,Ancestor; DomainEntity; Person; Woman,2,2,1hop-Thing_alice_whitfield_1859_harriet_ann_young_1825-harriet_ann_young_1825-rdf:type,2.0,0.0,2.0_0.0,train
1hop-Thing_alice_whitfield_1859_harriet_ann_young_1825-harriet_ann_young_1825-rdf:type-BIN,Thing_alice_whitfield_1859,173,5,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Ancestor> },rdf:type,TRUE,5,5,1hop-Thing_alice_whitfield_1859_harriet_ann_young_1825-harriet_ann_young_1825-rdf:type,2.0,3.0,2.0_3.0,train
1hop-Thing_alice_whitfield_1859_harriet_ann_young_1825-harriet_ann_young_1825-rdf:type-MC,Thing_alice_whitfield_1859,173,5,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,Ancestor; DomainEntity; Person; Woman,5,5,1hop-Thing_alice_whitfield_1859_harriet_ann_young_1825-harriet_ann_young_1825-rdf:type,2.0,3.0,2.0_3.0,train
1hop-Thing_alice_whitfield_1859_harriet_ann_young_1825-harriet_ann_young_1825-rdf:type-BIN,Thing_alice_whitfield_1859,173,5,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },rdf:type,TRUE,3,3,1hop-Thing_alice_whitfield_1859_harriet_ann_young_1825-harriet_ann_young_1825-rdf:type,2.0,1.0,2.0_1.0,train
1hop-Thing_alice_whitfield_1859_harriet_ann_young_1825-harriet_ann_young_1825-rdf:type-MC,Thing_alice_whitfield_1859,173,5,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,Ancestor; DomainEntity; Person; Woman,3,3,1hop-Thing_alice_whitfield_1859_harriet_ann_young_1825-harriet_ann_young_1825-rdf:type,2.0,1.0,2.0_1.0,train
1hop-Thing_alice_whitfield_1859_james_whitfield_1821-james_whitfield_1821-isAncestorOf-BIN,Thing_alice_whitfield_1859,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_whitfield_1821> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#alice_whitfield_1859> },isAncestorOf,TRUE,3,3,1hop-Thing_alice_whitfield_1859_james_whitfield_1821-james_whitfield_1821-isAncestorOf,2.0,1.0,2.0_1.0,train
1hop-Thing_alice_whitfield_1859_harriet_ann_young_1825-harriet_ann_young_1825-rdf:type-BIN,Thing_alice_whitfield_1859,173,5,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },rdf:type,TRUE,2,5,1hop-Thing_alice_whitfield_1859_harriet_ann_young_1825-harriet_ann_young_1825-rdf:type,2.0,0.0,2.0_0.0,train
1hop-Thing_alice_whitfield_1859_harriet_ann_young_1825-harriet_ann_young_1825-rdf:type-MC,Thing_alice_whitfield_1859,173,5,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,Ancestor; DomainEntity; Person; Woman,2,5,1hop-Thing_alice_whitfield_1859_harriet_ann_young_1825-harriet_ann_young_1825-rdf:type,2.0,0.0,2.0_0.0,train
1hop-Thing_amanda_usher_1968_louise_clamper_1998-louise_clamper_1998-hasMother-BIN,Thing_amanda_usher_1968,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#louise_clamper_1998> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#amanda_usher_1968> },hasMother,TRUE,1,3,1hop-Thing_amanda_usher_1968_louise_clamper_1998-louise_clamper_1998-hasMother,3.0,,3.0_nan,train
1hop-Thing_amanda_usher_1968_finlay_alex_clamper_2002-finlay_alex_clamper_2002-isBloodrelationOf-BIN,Thing_amanda_usher_1968,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#finlay_alex_clamper_2002> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#louise_clamper_1998> },isBloodrelationOf,TRUE,3,3,1hop-Thing_amanda_usher_1968_finlay_alex_clamper_2002-finlay_alex_clamper_2002-isBloodrelationOf,3.0,1.0,3.0_1.0,train
1hop-Thing_amanda_usher_1968_finlay_alex_clamper_2002-finlay_alex_clamper_2002-isBloodrelationOf-MC,Thing_amanda_usher_1968,173,6,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#finlay_alex_clamper_2002> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?x },isBloodrelationOf,finlay_alex_clamper_2002; louise_clamper_1998; mega_clamper_1995,3,3,1hop-Thing_amanda_usher_1968_finlay_alex_clamper_2002-finlay_alex_clamper_2002-isBloodrelationOf,3.0,1.0,3.0_1.0,train
1hop-Thing_amanda_usher_1968_finlay_alex_clamper_2002-finlay_alex_clamper_2002-isBloodrelationOf-BIN,Thing_amanda_usher_1968,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#finlay_alex_clamper_2002> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#finlay_alex_clamper_2002> },isBloodrelationOf,TRUE,3,3,1hop-Thing_amanda_usher_1968_finlay_alex_clamper_2002-finlay_alex_clamper_2002-isBloodrelationOf,3.0,1.0,3.0_1.0,train
1hop-Thing_amanda_usher_1968_andrew_usher_1965-andrew_usher_1965-hasSister-BIN,Thing_amanda_usher_1968,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#andrew_usher_1965> <http://www.example.com/genealogy.owl#hasSister> <http://www.example.com/genealogy.owl#amanda_usher_1968> },hasSister,TRUE,3,3,1hop-Thing_amanda_usher_1968_andrew_usher_1965-andrew_usher_1965-hasSister,3.0,1.0,3.0_1.0,train
1hop-Thing_amanda_usher_1968_mega_clamper_1995-mega_clamper_1995-isSiblingOf-BIN,Thing_amanda_usher_1968,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#mega_clamper_1995> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#louise_clamper_1998> },isSiblingOf,TRUE,3,4,1hop-Thing_amanda_usher_1968_mega_clamper_1995-mega_clamper_1995-isSiblingOf,3.0,1.0,3.0_1.0,train
1hop-Thing_amanda_usher_1968_mega_clamper_1995-mega_clamper_1995-isSiblingOf-MC,Thing_amanda_usher_1968,173,6,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#mega_clamper_1995> <http://www.example.com/genealogy.owl#isSiblingOf> ?x },isSiblingOf,finlay_alex_clamper_2002; louise_clamper_1998; mega_clamper_1995,3,4,1hop-Thing_amanda_usher_1968_mega_clamper_1995-mega_clamper_1995-isSiblingOf,3.0,1.0,3.0_1.0,train
1hop-Thing_amanda_usher_1968_mega_clamper_1995-mega_clamper_1995-isSiblingOf-BIN,Thing_amanda_usher_1968,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#mega_clamper_1995> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#mega_clamper_1995> },isSiblingOf,TRUE,3,4,1hop-Thing_amanda_usher_1968_mega_clamper_1995-mega_clamper_1995-isSiblingOf,3.0,1.0,3.0_1.0,train
1hop-Thing_amanda_usher_1968_mega_clamper_1995-mega_clamper_1995-isSiblingOf-BIN,Thing_amanda_usher_1968,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#mega_clamper_1995> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#finlay_alex_clamper_2002> },isSiblingOf,TRUE,3,4,1hop-Thing_amanda_usher_1968_mega_clamper_1995-mega_clamper_1995-isSiblingOf,3.0,1.0,3.0_1.0,train
1hop-Thing_amanda_usher_1968_finlay_alex_clamper_2002-finlay_alex_clamper_2002-isBloodrelationOf-BIN,Thing_amanda_usher_1968,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#finlay_alex_clamper_2002> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#mega_clamper_1995> },isBloodrelationOf,TRUE,3,3,1hop-Thing_amanda_usher_1968_finlay_alex_clamper_2002-finlay_alex_clamper_2002-isBloodrelationOf,3.0,1.0,3.0_1.0,train
1hop-Thing_amelia_jessop_1837_amelia_jessop_1837-amelia_jessop_1837-hasRelation-BIN,Thing_amelia_jessop_1837,173,7,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ann_jessop_1833> },hasRelation,TRUE,3,3,1hop-Thing_amelia_jessop_1837_amelia_jessop_1837-amelia_jessop_1837-hasRelation,4.0,1.0,4.0_1.0,train
1hop-Thing_amelia_jessop_1837_amelia_jessop_1837-amelia_jessop_1837-hasRelation-MC,Thing_amelia_jessop_1837,173,7,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,amelia_jessop_1837; ann_jessop_1833; charles_jessop_1831; edward_jessop_1802; james_jessop_1836; john_jessop_1834; sarah_dickens_1801,3,3,1hop-Thing_amelia_jessop_1837_amelia_jessop_1837-amelia_jessop_1837-hasRelation,4.0,1.0,4.0_1.0,train
1hop-Thing_amelia_jessop_1837_amelia_jessop_1837-amelia_jessop_1837-hasRelation-BIN,Thing_amelia_jessop_1837,173,7,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#edward_jessop_1802> },hasRelation,TRUE,3,3,1hop-Thing_amelia_jessop_1837_amelia_jessop_1837-amelia_jessop_1837-hasRelation,4.0,1.0,4.0_1.0,train
1hop-Thing_amelia_jessop_1837_amelia_jessop_1837-amelia_jessop_1837-hasRelation-BIN,Thing_amelia_jessop_1837,173,7,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_dickens_1801> },hasRelation,TRUE,3,3,1hop-Thing_amelia_jessop_1837_amelia_jessop_1837-amelia_jessop_1837-hasRelation,4.0,1.0,4.0_1.0,train
1hop-Thing_amelia_jessop_1837_james_jessop_1836-james_jessop_1836-isBloodrelationOf-BIN,Thing_amelia_jessop_1837,173,7,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_jessop_1836> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#john_jessop_1834> },isBloodrelationOf,TRUE,3,3,1hop-Thing_amelia_jessop_1837_james_jessop_1836-james_jessop_1836-isBloodrelationOf,4.0,1.0,4.0_1.0,train
1hop-Thing_amelia_jessop_1837_james_jessop_1836-james_jessop_1836-isBloodrelationOf-MC,Thing_amelia_jessop_1837,173,7,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#james_jessop_1836> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?x },isBloodrelationOf,amelia_jessop_1837; ann_jessop_1833; charles_jessop_1831; james_jessop_1836; john_jessop_1834,3,3,1hop-Thing_amelia_jessop_1837_james_jessop_1836-james_jessop_1836-isBloodrelationOf,4.0,1.0,4.0_1.0,train
1hop-Thing_amelia_jessop_1837_james_jessop_1836-james_jessop_1836-isBloodrelationOf-BIN,Thing_amelia_jessop_1837,173,7,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_jessop_1836> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#james_jessop_1836> },isBloodrelationOf,TRUE,3,3,1hop-Thing_amelia_jessop_1837_james_jessop_1836-james_jessop_1836-isBloodrelationOf,4.0,1.0,4.0_1.0,train
1hop-Thing_amelia_jessop_1837_amelia_jessop_1837-amelia_jessop_1837-hasRelation-BIN,Thing_amelia_jessop_1837,173,7,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_jessop_1834> },hasRelation,TRUE,3,3,1hop-Thing_amelia_jessop_1837_amelia_jessop_1837-amelia_jessop_1837-hasRelation,4.0,1.0,4.0_1.0,train
1hop-Thing_amelia_jessop_1837_amelia_jessop_1837-amelia_jessop_1837-hasRelation-BIN,Thing_amelia_jessop_1837,173,7,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_jessop_1836> },hasRelation,TRUE,3,3,1hop-Thing_amelia_jessop_1837_amelia_jessop_1837-amelia_jessop_1837-hasRelation,4.0,1.0,4.0_1.0,train
1hop-Thing_amelia_jessop_1837_ann_jessop_1833-ann_jessop_1833-hasRelation-BIN,Thing_amelia_jessop_1837,173,7,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ann_jessop_1833> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_dickens_1801> },hasRelation,TRUE,3,3,1hop-Thing_amelia_jessop_1837_ann_jessop_1833-ann_jessop_1833-hasRelation,4.0,1.0,4.0_1.0,train
1hop-Thing_amelia_jessop_1837_ann_jessop_1833-ann_jessop_1833-hasRelation-MC,Thing_amelia_jessop_1837,173,7,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#ann_jessop_1833> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,amelia_jessop_1837; ann_jessop_1833; charles_jessop_1831; edward_jessop_1802; james_jessop_1836; john_jessop_1834; sarah_dickens_1801,3,3,1hop-Thing_amelia_jessop_1837_ann_jessop_1833-ann_jessop_1833-hasRelation,4.0,1.0,4.0_1.0,train
1hop-Thing_amelia_jessop_1837_amelia_jessop_1837-amelia_jessop_1837-hasRelation-BIN,Thing_amelia_jessop_1837,173,7,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#amelia_jessop_1837> },hasRelation,TRUE,3,3,1hop-Thing_amelia_jessop_1837_amelia_jessop_1837-amelia_jessop_1837-hasRelation,4.0,1.0,4.0_1.0,train
1hop-Thing_amelia_jessop_1837_edward_jessop_1802-edward_jessop_1802-isFatherOf-BIN,Thing_amelia_jessop_1837,173,7,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#edward_jessop_1802> <http://www.example.com/genealogy.owl#isFatherOf> <http://www.example.com/genealogy.owl#amelia_jessop_1837> },isFatherOf,TRUE,1,3,1hop-Thing_amelia_jessop_1837_edward_jessop_1802-edward_jessop_1802-isFatherOf,4.0,,4.0_nan,train
1hop-Thing_amelia_jessop_1837_james_jessop_1836-james_jessop_1836-isBloodrelationOf-BIN,Thing_amelia_jessop_1837,173,7,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_jessop_1836> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#ann_jessop_1833> },isBloodrelationOf,TRUE,3,3,1hop-Thing_amelia_jessop_1837_james_jessop_1836-james_jessop_1836-isBloodrelationOf,4.0,1.0,4.0_1.0,train
